# VP01   2012-04-25_10-33-22
# Elapsed time of measurement: 443 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 27.20, 6.49, -72.99, -4.82, 0.02


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 66, 0,  8, 1,   25.29,    1.43,  -71.71,  -14.22,  -16.80,   -2.56,    0.02,    1.14
  9, 0,  9, 1,   26.46,    5.29,  -72.91,  -25.39,  -31.20,   -4.51,    0.06,    5.24
 17, 0, 10, 1,   25.36,    4.38,  -72.67,  -30.12,  -38.90,   -2.98,    0.14,    2.50
  4, 0, 11, 1,   26.07,    4.53,  -72.89,  -33.79,  -42.20,   -4.44,    0.06,    3.91
 39, 1,  1, 1,   28.83,    7.20,  -70.94,   42.44,   41.60,    0.80,    0.28,    4.40
  8, 1,  2, 1,   27.69,    8.73,  -72.19,   34.48,   34.80,   -1.19,    0.06,    2.32
 37, 1,  3, 1,   24.96,    6.93,  -71.12,   23.10,   21.80,    5.14,    0.18,    3.99
 53, 1,  4, 1,   25.78,    3.17,  -71.57,   13.63,   11.40,    0.83,    0.21,    3.14
 20, 1,  5, 1,   25.86,    7.59,  -72.52,    6.58,    5.70,    0.18,    0.16,    3.99
 14, 1,  6, 1,   24.57,    7.26,  -72.45,    1.51,    0.00,    2.77,    0.22,    3.55
 19, 1,  7, 1,   25.17,    6.46,  -72.63,  -10.29,  -11.40,   -0.21,    0.19,    3.95
 65, 1,  8, 1,   25.26,    1.63,  -71.70,  -14.36,  -16.80,   -2.64,    0.16,    2.97
 54, 1,  9, 1,   26.06,    0.23,  -71.52,  -29.40,  -31.20,   -5.31,    0.17,    2.91
  2, 1, 10, 1,   26.44,    2.36,  -72.71,  -39.27,  -38.90,   -4.66,    0.10,    3.18
 46, 1, 11, 1,   27.22,    2.98,  -71.27,  -40.17,  -42.20,  -13.68,    0.16,    2.06
 42, 1,  1, 1,   29.13,    6.11,  -70.89,   43.94,   41.60,   -0.70,    0.12,    4.40
 55, 1,  2, 1,   28.22,    4.72,  -71.06,   36.72,   34.80,   -0.56,    0.15,    3.00
 12, 1,  3, 1,   25.92,    8.72,  -72.17,   21.67,   21.80,    2.32,    0.16,    4.02
 47, 1,  4, 1,   27.31,    3.63,  -71.48,   14.49,   11.40,   -1.64,    0.12,    4.06
 10, 1,  5, 1,   26.13,    7.16,  -72.60,    6.18,    5.70,   -0.26,    0.15,    4.71
 28, 1,  6, 1,   27.10,    5.53,  -72.16,    1.65,    0.00,   -2.60,    0.15,    3.02
 30, 1,  7, 1,   26.40,    3.91,  -72.18,  -11.43,  -11.40,   -3.17,    0.16,    2.72
 60, 1,  8, 1,   26.82,    1.61,  -71.72,  -16.41,  -16.80,   -5.53,    0.12,    4.49
 50, 1,  9, 1,   25.54,   -0.02,  -71.55,  -29.90,  -31.20,   -4.58,    0.17,    3.03
 34, 1, 10, 1,   26.14,    1.60,  -72.07,  -37.14,  -38.90,   -5.78,    0.18,    3.06
 44, 1, 11, 1,   26.66,    1.26,  -71.39,  -39.73,  -42.20,  -10.53,    0.13,    4.17
 15, 2,  1, 1,   26.28,   10.48,  -71.46,   38.03,   41.60,    4.30,    0.45,    6.92
 64, 2,  2, 1,   28.80,    4.46,  -71.07,   35.53,   34.80,   -3.72,    0.40,   15.60
  6, 2,  3, 1,   26.44,    8.42,  -72.59,   23.17,   21.80,    0.06,    0.35,   13.71
 23, 2,  4, 1,   25.67,    7.54,  -72.19,   14.81,   11.40,    1.73,    0.19,    6.25
 49, 2,  5, 1,   25.35,    6.40,  -70.86,   11.97,    5.70,    3.19,    0.33,   16.98
 26, 2,  6, 1,   27.08,    5.65,  -72.05,   -2.74,    0.00,   -2.89,    0.23,   10.18
 11, 2,  7, 1,   25.17,    5.68,  -72.58,  -16.96,  -11.40,   -0.65,    0.49,   14.97
 22, 2,  8, 1,   25.48,    4.71,  -72.81,  -21.91,  -16.80,   -2.70,    0.55,    8.42
 41, 2,  9, 1,   26.69,    3.10,  -71.44,  -30.24,  -31.20,  -10.01,    0.46,   10.98
 13, 2, 10, 1,   23.89,    3.15,  -72.65,  -35.02,  -38.90,    0.30,    0.33,   14.50
 45, 2, 11, 1,   27.50,    2.28,  -71.26,  -42.46,  -42.20,  -13.96,    0.12,   12.39
 58, 2,  1, 1,   28.21,    6.33,  -71.03,   42.71,   41.60,    0.67,    0.43,    8.20
  7, 2,  2, 1,   27.34,    8.39,  -72.23,   34.50,   34.80,   -0.94,    0.35,    9.99
 29, 2,  3, 1,   27.18,    6.43,  -71.81,   11.94,   21.80,   -0.15,    0.20,    8.97
 21, 2,  4, 1,   25.92,    9.18,  -72.24,   11.25,   11.40,    1.12,    0.29,   14.95
 61, 2,  5, 1,   25.38,    3.43,  -71.46,    9.54,    5.70,    0.64,    0.11,   14.35
 40, 2,  6, 1,   24.31,    3.04,  -71.56,   -1.87,    0.00,    1.44,    0.57,   11.70
 36, 2,  7, 1,   27.16,    4.26,  -72.20,  -11.27,  -11.40,   -5.14,    0.84,   16.85
 16, 2,  8, 1,   25.71,    5.69,  -72.77,  -16.87,  -16.80,   -2.45,    0.27,   14.26
 32, 2,  9, 1,   26.73,    2.73,  -71.98,  -36.42,  -31.20,   -7.76,    0.11,    7.33
 38, 2, 10, 1,   28.84,    3.14,  -71.20,  -44.81,  -38.90,  -15.95,    0.55,    8.59
 35, 2, 11, 1,   26.99,    3.47,  -71.85,  -44.45,  -42.20,  -12.25,    0.11,   15.49
