# VP10   2012-05-02_11-53-17
# Elapsed time of measurement: 219 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 26.75, 20.42, -68.78, -1.54, 0.14


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  4, 1,  1, 1,   33.01,   20.80,  -68.62,   37.00,   41.60,   -8.86,    0.19,    4.26
 66, 1,  2, 1,   34.14,   19.43,  -68.37,   39.70,   34.80,  -11.81,    0.30,    3.92
 51, 1,  3, 1,   31.50,   20.21,  -68.53,   28.16,   21.80,   -6.58,    0.19,    1.93
 44, 1,  4, 1,   29.92,   19.81,  -68.58,   16.47,   11.40,   -3.39,    0.26,    3.84
 28, 1,  5, 1,   29.54,   19.02,  -68.95,   14.13,    5.70,   -3.57,    0.19,    2.97
 43, 1,  6, 1,   29.29,   19.43,  -68.81,   10.85,    0.00,   -1.81,    0.08,    2.30
 49, 1,  7, 1,   27.92,   18.05,  -68.95,   -4.37,  -11.40,    1.97,    0.26,    2.03
 21, 1,  8, 1,   26.62,   17.47,  -68.71,   -9.97,  -16.80,    3.99,    0.17,    3.94
 25, 1,  9, 1,   27.12,   15.07,  -68.89,  -29.10,  -31.20,    5.12,    0.19,    3.08
 61, 1, 10, 1,   27.61,   14.99,  -68.83,  -31.33,  -38.90,    4.64,    0.40,    2.47
 17, 1, 11, 1,   26.71,   13.67,  -68.42,  -41.78,  -42.20,    5.96,    0.14,    3.91
 63, 1,  1, 1,   35.07,   19.65,  -68.36,   40.84,   41.60,  -12.94,    0.17,    3.89
 38, 1,  2, 1,   34.64,   18.73,  -68.63,   39.28,   34.80,  -13.31,    0.17,    2.66
 50, 1,  3, 1,   31.85,   20.50,  -68.49,   28.79,   21.80,   -7.00,    0.32,    2.98
 55, 1,  4, 1,   30.76,   19.05,  -68.84,   13.33,   11.40,   -4.09,    0.15,    3.08
 42, 1,  5, 1,   30.18,   19.47,  -68.96,   13.90,    5.70,   -3.55,    0.30,    2.99
 31, 1,  6, 1,   28.82,   18.31,  -69.05,    3.06,    0.00,   -1.47,    0.17,    2.17
 57, 1,  7, 1,   29.31,   17.58,  -69.29,   -6.89,  -11.40,    0.06,    0.19,    5.12
 41, 1,  8, 1,   28.66,   17.84,  -69.38,   -9.44,  -16.80,    1.09,    0.15,    2.83
 27, 1,  9, 1,   26.57,   15.43,  -68.87,  -27.00,  -31.20,    5.68,    0.17,    2.97
 59, 1, 10, 1,   27.73,   14.46,  -68.72,  -34.72,  -38.90,    4.89,    0.25,    3.13
 20, 1, 11, 1,   27.02,   13.68,  -68.58,  -40.59,  -42.20,    5.95,    0.25,    3.27
  6, 2,  1, 1,   32.95,   20.57,  -68.63,   37.17,   41.60,   -8.91,    0.40,    3.14
 56, 2,  2, 1,   33.91,   20.32,  -68.09,   38.41,   34.80,  -10.50,    0.43,    3.41
 24, 2,  3, 1,   31.04,   20.13,  -68.67,   26.88,   21.80,   -6.65,    0.41,    2.08
 39, 2,  4, 1,   31.02,   19.44,  -69.23,   17.90,   11.40,   -5.50,    0.18,    1.80
  2, 2,  5, 1,   26.82,   20.04,  -68.76,    3.41,    5.70,    2.53,    0.47,    1.48
 22, 2,  6, 1,   26.87,   18.89,  -68.54,    1.69,    0.00,    2.66,    0.26,    3.19
 48, 2,  7, 1,   29.47,   19.10,  -68.67,    7.97,  -11.40,   -2.14,    0.34,    9.25
 12, 2,  8, 1,   27.01,   17.35,  -68.95,  -16.23,  -16.80,    4.47,    0.39,    3.14
 52, 2,  9, 1,   28.11,   15.72,  -68.92,  -27.24,  -31.20,    3.46,    0.67,    2.90
 32, 2, 10, 1,   26.48,   14.03,  -68.79,  -34.00,  -38.90,    6.40,    0.44,    3.97
 46, 2, 11, 1,   27.84,   14.32,  -68.89,  -30.15,  -42.20,    5.06,    1.04,    4.59
 45, 2,  1, 1,   33.49,   20.62,  -68.40,   37.01,   41.60,  -10.09,    0.29,    2.51
 11, 2,  2, 1,   31.45,   20.64,  -68.60,   31.21,   34.80,   -6.57,    0.38,    2.96
 34, 2,  3, 1,   31.96,   18.82,  -68.74,   29.02,   21.80,   -8.93,    0.46,    2.07
 36, 2,  4, 1,   31.92,   18.22,  -68.64,   22.43,   11.40,   -8.20,    1.18,    2.47
  1, 2,  5, 1,   26.78,   20.21,  -68.77,    2.13,    5.70,    2.86,    0.38,    2.29
 33, 2,  6, 1,   28.05,   17.71,  -68.99,    1.74,    0.00,   -0.14,    0.28,    2.27
  9, 2,  7, 1,   26.84,   18.08,  -69.31,   -9.16,  -11.40,    4.06,    0.24,    1.52
  8, 2,  8, 1,   26.76,   16.36,  -69.06,  -26.01,  -16.80,    5.32,    0.27,    2.17
 53, 2,  9, 1,   27.60,   16.03,  -68.96,  -26.66,  -31.20,    4.11,    0.30,    1.51
 62, 2, 10, 1,   27.44,   14.46,  -68.67,  -34.24,  -38.90,    5.08,    0.51,    1.80
 30, 2, 11, 1,   26.68,   15.29,  -69.02,  -34.38,  -42.20,    5.04,    1.12,    2.50
