# VP10   2012-05-02_11-46-18
# Elapsed time of measurement: 393 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.14, 19.68, -68.50, -5.34, 0.02


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 41, 1,  7, 1,   23.99,   17.09,  -68.40,   -6.09,  -11.40,    4.50,    0.24,    2.46
 13, 1,  8, 1,   23.82,   16.87,  -68.53,  -10.80,  -16.80,    4.69,    0.07,    3.18
 37, 1,  9, 1,   22.91,   15.48,  -68.33,  -25.42,  -31.20,    7.45,    0.04,    4.20
 56, 1, 10, 1,   23.30,   15.33,  -68.21,  -30.33,  -38.90,    6.85,    0.26,    3.47
 22, 1, 11, 1,   23.43,   13.38,  -68.17,  -41.42,  -42.20,    7.55,    0.22,    3.80
 21, 1,  1, 1,   28.92,   19.44,  -67.81,   39.31,   41.60,   -6.51,    0.18,    3.60
 38, 1,  2, 1,   27.83,   20.27,  -67.59,   38.12,   34.80,   -3.84,    0.19,    7.79
 84, 1,  3, 1,   26.73,   19.03,  -67.92,   29.24,   21.80,   -2.41,    0.14,    2.91
 46, 1,  4, 1,   25.64,   18.34,  -68.03,   18.11,   11.40,   -0.80,    0.17,    4.15
 61, 1,  5, 1,   25.11,   17.78,  -68.08,    9.13,    5.70,    1.34,    0.32,    2.94
 63, 1,  6, 1,   24.52,   18.67,  -67.93,    9.75,    0.00,    2.50,    0.08,    3.06
 85, 1,  7, 1,   22.99,   16.64,  -68.24,   -9.90,  -11.40,    6.77,    0.14,    2.24
 62, 1,  8, 1,   23.35,   17.22,  -68.18,   -8.96,  -16.80,    5.74,    0.13,    2.94
 27, 1,  9, 1,   23.20,   15.78,  -68.40,  -25.60,  -31.20,    6.58,    0.18,    2.97
 42, 1, 10, 1,   23.20,   13.75,  -68.26,  -33.02,  -38.90,    8.52,    0.26,    2.94
 10, 1, 11, 1,   22.71,   15.02,  -68.32,  -37.05,  -42.20,    6.36,    0.25,    5.13
 77, 2,  1, 1,   27.45,   19.48,  -67.72,   36.06,   41.60,   -3.83,    0.24,    2.14
 24, 2,  2, 1,   28.49,   17.54,  -67.88,   37.31,   34.80,   -7.65,    0.13,    4.37
 65, 2,  3, 1,   25.62,   19.23,  -67.69,   21.93,   21.80,    0.07,    0.30,    1.88
 66, 2,  4, 1,   24.31,   19.34,  -67.66,   11.58,   11.40,    3.08,    0.32,    3.16
 49, 2,  5, 1,   24.39,   18.74,  -68.05,    7.38,    5.70,    2.75,    0.10,    4.24
 76, 2,  6, 1,   24.43,   18.61,  -68.22,    0.10,    0.00,    3.21,    0.22,    2.22
 91, 2,  7, 1,   23.54,   17.60,  -68.21,   -6.50,  -11.40,    5.29,    0.30,    4.99
 83, 2,  8, 1,   23.78,   17.75,  -68.33,   -7.19,  -16.80,    4.64,    0.43,    3.09
 73, 2,  9, 1,   22.80,   14.78,  -68.26,  -29.72,  -31.20,    8.17,    0.32,    5.16
 88, 2, 10, 1,   22.62,   15.06,  -68.06,  -31.60,  -38.90,    8.19,    0.58,    2.99
  7, 2, 11, 1,   22.11,   16.59,  -68.65,  -25.38,  -42.20,    6.55,    0.50,    2.96
 74, 2,  1, 1,   28.25,   19.07,  -67.72,   39.81,   41.60,   -6.00,    0.19,    3.08
 90, 2,  2, 1,   26.72,   18.86,  -67.90,   29.21,   34.80,   -2.56,    0.16,    2.10
 70, 2,  3, 1,   26.09,   19.60,  -67.51,   26.09,   21.80,   -0.53,    0.36,    3.05
 47, 2,  4, 1,   24.95,   18.47,  -67.85,   11.80,   11.40,    1.24,    0.15,    2.93
 18, 2,  5, 1,   25.28,   18.77,  -68.13,   10.06,    5.70,    0.35,    0.57,    4.97
 33, 2,  6, 1,   24.36,   18.11,  -67.78,    5.87,    0.00,    3.20,    0.47,    2.61
 48, 2,  7, 1,   23.67,   16.30,  -68.41,  -19.79,  -11.40,    5.47,    0.27,    2.25
 32, 2,  8, 1,   23.37,   16.07,  -68.50,  -15.08,  -16.80,    6.28,    0.60,    4.56
 80, 2,  9, 1,   21.90,   17.32,  -68.03,  -20.31,  -31.20,    7.44,    0.22,    5.26
 17, 2, 10, 1,   22.93,   15.53,  -68.75,  -29.91,  -38.90,    6.66,    0.43,    5.84
 25, 2, 11, 1,   23.59,   15.37,  -68.59,  -32.08,  -42.20,    5.82,    0.40,    4.64
 28, 2,  1, 1,   27.96,   19.14,  -67.88,   37.22,   41.60,   -5.36,    0.24,    3.18
 54, 2,  2, 1,   27.73,   18.81,  -67.71,   34.54,   34.80,   -4.81,    0.33,    3.00
 51, 2,  3, 1,   25.82,   19.43,  -67.85,   22.53,   21.80,   -0.44,    0.16,    2.21
 99, 2,  4, 1,   24.35,   18.31,  -67.81,    8.67,   11.40,    2.67,    0.40,    2.05
 29, 2,  5, 1,   25.23,   18.44,  -68.15,    8.31,    5.70,    1.21,    0.19,    3.63
 78, 2,  6, 1,   23.64,   19.77,  -67.86,    3.56,    0.00,    4.12,    0.31,    7.91
  1, 2,  7, 1,   21.71,   17.38,  -68.24,   -9.44,  -11.40,    7.06,    0.59,    2.95
 26, 2,  8, 1,   23.53,   16.96,  -68.46,   -6.69,  -16.80,    4.78,    0.29,    3.01
 59, 2,  9, 1,   23.83,   15.50,  -68.34,  -27.24,  -31.20,    6.06,    0.41,    2.98
 11, 2, 10, 1,   22.45,   16.24,  -68.29,  -27.37,  -38.90,    6.11,    0.72,    4.79
 43, 2, 11, 1,   23.28,   13.67,  -68.23,  -35.32,  -42.20,    8.00,    0.36,    2.85
