# VP03   2012-04-25_14-13-53
# Elapsed time of measurement: 661 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 32.76, 14.45, -68.19, -0.81, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 81, 0,  9, 1,   30.80,   10.95,  -67.80,  -20.97,  -31.20,   -4.49,    0.17,    4.05
 52, 0, 10, 1,   31.42,    9.83,  -67.95,  -29.94,  -38.90,   -3.77,    0.17,    3.56
 22, 0, 11, 1,   30.43,   10.77,  -67.80,  -31.50,  -42.20,   -2.54,    0.05,    2.51
 86, 0,  1, 1,   35.12,   12.13,  -66.73,   41.42,   41.60,   -5.14,    0.07,    2.60
 96, 0,  2, 1,   33.60,   11.39,  -66.88,   38.98,   34.80,   -4.60,    0.30,    2.56
 55, 0,  3, 1,   33.89,   11.89,  -67.19,   27.46,   21.80,   -3.65,    0.11,    3.05
 65, 0,  4, 1,   32.65,   11.32,  -67.27,   17.66,   11.40,   -4.89,    0.07,    3.36
 15, 0,  5, 1,   32.07,   13.88,  -67.21,    5.91,    5.70,   -2.71,    0.12,    2.64
 94, 0,  6, 1,   31.12,   11.49,  -67.46,    4.99,    0.00,   -1.92,    0.33,    3.33
 20, 0,  7, 1,   31.35,   12.63,  -67.55,   -8.59,  -11.40,   -2.88,    0.10,    2.45
 62, 0,  8, 1,   31.01,   10.41,  -67.65,   -5.20,  -16.80,   -3.10,    0.07,    2.23
  1, 0,  9, 1,   30.44,   11.77,  -67.77,  -24.04,  -31.20,   -3.65,    0.11,    4.32
 84, 0, 10, 1,   29.83,   10.62,  -67.77,  -26.50,  -38.90,   -2.42,    0.09,    2.79
 75, 0, 11, 1,   30.34,    9.77,  -67.93,  -31.68,  -42.20,   -4.46,    0.06,    3.27
 28, 1,  1, 1,   33.64,   12.78,  -66.99,   23.80,   41.60,   -3.02,    0.26,    1.71
 38, 1,  2, 1,   33.94,   11.90,  -67.11,   29.81,   34.80,   -3.87,    0.25,    3.19
 95, 1,  3, 1,   32.00,   12.43,  -67.21,   16.55,   21.80,   -2.52,    0.31,    4.54
 79, 1,  4, 1,   32.10,   10.94,  -67.54,   12.41,   11.40,   -4.06,    0.17,    4.19
 45, 1,  5, 1,   31.72,   11.47,  -67.68,   -6.62,    5.70,   -3.08,    0.15,    2.53
 56, 1,  6, 1,   31.69,   10.92,  -67.69,  -10.01,    0.00,   -3.44,    0.19,    3.48
 14, 1,  7, 1,   31.12,   11.79,  -67.65,  -19.36,  -11.40,   -4.03,    0.33,    5.87
 19, 1,  8, 1,   30.46,   10.48,  -67.77,  -31.09,  -16.80,   -2.77,    0.22,    3.15
 58, 1,  9, 1,   31.93,    9.46,  -67.83,  -44.02,  -31.20,   -6.96,    0.36,    3.01
 59, 1, 10, 1,   31.14,    9.28,  -68.01,  -48.46,  -38.90,   -5.54,    0.30,    1.79
 24, 1, 11, 1,   29.05,    9.83,  -67.55,  -48.36,  -42.20,   -3.46,    0.33,    2.69
 60, 1,  1, 1,   36.08,   10.69,  -66.83,   44.45,   41.60,   -7.58,    0.40,    3.38
 66, 1,  2, 1,   33.26,   11.57,  -67.09,   30.27,   34.80,   -4.94,    0.25,    2.55
 42, 1,  3, 1,   33.63,   12.47,  -67.30,   14.31,   21.80,   -4.54,    0.19,    3.32
  8, 1,  4, 1,   30.88,   14.24,  -67.30,   -1.87,   11.40,   -1.26,    0.22,    3.43
 29, 1,  5, 1,   30.92,   11.78,  -67.60,   -5.36,    5.70,   -0.86,    0.15,    2.19
  2, 1,  6, 1,   31.05,   13.92,  -67.31,   -1.73,    0.00,   -2.14,    0.23,    2.75
 32, 1,  7, 1,   31.14,   10.29,  -67.97,  -23.73,  -11.40,   -3.65,    0.25,    3.53
 72, 1,  8, 1,   30.22,   10.34,  -67.79,  -24.53,  -16.80,   -3.79,    0.14,    3.17
 13, 1,  9, 1,   30.30,   10.52,  -67.83,  -44.92,  -31.20,   -5.04,    0.14,    4.72
 93, 1, 10, 1,   29.36,    8.61,  -67.78,  -47.10,  -38.90,   -2.21,    0.08,    2.46
 16, 1, 11, 1,   30.11,    9.05,  -67.74,  -51.44,  -42.20,   -2.63,    0.18,    2.70
 63, 1,  1, 1,   33.25,   11.47,  -66.87,   41.24,   41.60,   -3.56,    0.23,    3.94
 40, 1,  2, 1,   34.62,   11.90,  -67.08,   29.22,   34.80,   -4.70,    0.16,    2.49
 92, 1,  3, 1,   31.47,   12.44,  -67.28,   11.68,   21.80,   -2.19,    0.28,    3.20
 64, 1,  4, 1,   31.90,   11.78,  -67.36,    0.04,   11.40,   -5.05,    0.17,    2.71
 23, 1,  5, 1,   31.04,   12.48,  -67.53,   -3.33,    5.70,   -1.28,    0.21,    2.60
 71, 1,  6, 1,   31.58,   11.31,  -67.64,   -4.54,    0.00,   -4.63,    0.14,    3.13
 49, 1,  7, 1,   31.95,   11.48,  -67.70,  -23.73,  -11.40,   -5.78,    0.17,    3.82
 99, 1,  8, 1,   30.35,   10.91,  -67.70,  -24.92,  -16.80,   -4.04,    0.08,    6.41
  5, 1,  9, 1,   31.19,   12.43,  -67.79,  -41.40,  -31.20,   -7.97,    0.17,    1.96
  4, 1, 10, 1,   31.83,   11.27,  -67.81,  -49.68,  -38.90,   -8.26,    0.55,    4.39
 76, 1, 11, 1,   29.11,    8.25,  -67.79,  -45.92,  -42.20,   -2.24,    0.15,    2.68
 31, 2,  1, 1,   35.17,   11.65,  -67.06,   32.92,   41.60,   -5.61,    0.22,    2.02
 39, 2,  2, 1,   33.99,   12.17,  -67.16,   22.31,   34.80,   -4.22,    0.06,    3.37
 44, 2,  3, 1,   33.50,   11.65,  -67.33,    8.54,   21.80,   -5.06,    0.37,    1.43
 21, 2,  4, 1,   32.21,   13.11,  -67.32,    2.42,   11.40,   -3.21,    0.23,    3.21
 48, 2,  5, 1,   31.76,   11.55,  -67.61,   -5.17,    5.70,   -3.62,    0.24,    2.67
 67, 2,  6, 1,   31.96,   11.80,  -67.57,   -7.64,    0.00,   -5.84,    0.12,    3.24
 97, 2,  7, 1,   30.05,   10.78,  -67.88,  -24.15,  -11.40,   -3.02,    0.23,    2.66
 80, 2,  8, 1,   31.01,   11.41,  -67.68,  -27.86,  -16.80,   -6.47,    0.20,    2.70
  7, 2,  9, 1,   30.56,   11.98,  -67.74,  -47.09,  -31.20,   -6.97,    0.21,    1.79
 82, 2, 10, 1,   28.33,   10.69,  -67.38,  -48.66,  -38.90,   -4.46,    0.52,    4.18
 10, 2, 11, 1,   28.63,   10.78,  -67.59,  -47.19,  -42.20,   -3.23,    0.46,    4.66
 88, 2,  1, 1,   33.32,   12.41,  -66.95,   29.34,   41.60,   -3.74,    0.29,    3.09
 34, 2,  2, 1,   33.91,   11.66,  -67.21,   23.05,   34.80,   -4.61,    0.23,    3.65
 53, 2,  3, 1,   32.80,   12.26,  -67.45,    9.41,   21.80,   -3.70,    0.09,    3.20
 25, 2,  4, 1,   32.41,   12.12,  -67.56,    1.66,   11.40,   -3.58,    0.36,    2.90
 33, 2,  5, 1,   31.22,   11.30,  -67.74,   -6.90,    5.70,   -2.18,    0.36,    2.59
 69, 2,  6, 1,   30.88,   10.34,  -67.75,   -9.64,    0.00,   -3.58,    0.40,    3.68
  9, 2,  7, 1,   30.01,   12.63,  -67.35,  -21.69,  -11.40,   -1.89,    0.37,    2.64
 98, 2,  8, 1,   30.32,   10.67,  -67.64,  -30.14,  -16.80,   -4.02,    0.41,    1.82
 50, 2,  9, 1,   31.10,    9.54,  -67.84,  -44.86,  -31.20,   -4.49,    0.26,    6.72
 89, 2, 10, 1,   29.39,   10.17,  -67.61,  -45.85,  -38.90,   -4.22,    0.16,    6.27
  6, 2, 11, 1,   30.54,   11.59,  -67.78,  -50.54,  -42.20,   -7.37,    0.26,    1.92
 30, 2,  1, 1,   35.10,   11.33,  -67.01,   33.57,   41.60,   -5.95,    0.05,    3.22
 85, 2,  2, 1,   32.90,   12.49,  -67.03,   26.28,   34.80,   -3.49,    0.24,    4.57
 43, 2,  3, 1,   33.19,   12.03,  -67.53,    8.19,   21.80,   -4.53,    0.26,    2.40
 51, 2,  4, 1,   31.33,   11.50,  -67.63,   -0.43,   11.40,   -1.61,    0.08,    3.28
 12, 2,  5, 1,   30.61,   13.42,  -67.34,   -9.05,    5.70,   -1.23,    0.09,    2.93
 83, 2,  6, 1,   30.05,   11.67,  -67.58,  -13.01,    0.00,   -1.63,    0.10,    3.25
 77, 2,  7, 1,   30.23,   10.21,  -67.73,  -20.16,  -11.40,   -2.69,    0.15,    3.58
 41, 2,  8, 1,   31.48,   10.66,  -67.85,  -29.74,  -16.80,   -5.28,    0.31,    3.10
 11, 2,  9, 1,   29.45,   11.68,  -67.61,  -38.84,  -31.20,   -3.33,    0.10,    3.29
  3, 2, 10, 1,   29.83,   11.95,  -67.61,  -47.75,  -38.90,   -6.69,    0.24,    2.73
 54, 2, 11, 1,   31.07,    9.70,  -67.85,  -46.44,  -42.20,   -5.18,    0.19,    3.15
